Number,price,house_type,house_type_v2,house_type_2,rooms,rooms_v2,m2,m2_v2,price_m2,elevator,garage,neighborhood,district
11462,"195,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,68,Piso peque,"2,868",SI,NO,Numancia,Puente de Vallecas
11463,"350,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,92,Piso peque,"3,804",SI,SI,Palomeras sureste,Puente de Vallecas
11464,"201,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,90,Piso peque,"2,233",SI,NO,Portazgo,Puente de Vallecas
11465,"95,000",bajo,Sotano,exterior,2,1 - 5 rooms,31,Piso peque,"3,065",NO,NO,San Diego,Puente de Vallecas
11466,"140,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,88,Piso peque,"1,591",NO,NO,San Diego,Puente de Vallecas
11467,"125,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,65,Piso peque,"1,923",SI,NO,Palomeras sureste,Puente de Vallecas
11468,"125,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,63,Piso peque,"1,984",NO,NO,Numancia,Puente de Vallecas
11469,"160,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,67,Piso peque,"2,388",SI,NO,Palomeras sureste,Puente de Vallecas
11470,"112,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,54,Piso peque,"2,074",NO,NO,Palomeras Bajas,Puente de Vallecas
11471,"230,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,115,Piso intermedio,"2,000",NO,NO,Entrevﾃｭas,Puente de Vallecas
11472,"130,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,78,Piso peque,"1,667",NO,NO,Portazgo,Puente de Vallecas
11473,"288,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,93,Piso peque,"3,097",SI,NO,Palomeras sureste,Puente de Vallecas
11474,"150,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,50,Piso peque,"3,000",NO,NO,San Diego,Puente de Vallecas
11475,"144,000",bajo,Sotano,exterior,1,1 - 5 rooms,60,Piso peque,"2,400",NO,NO,Palomeras Bajas,Puente de Vallecas
11476,"110,000",bajo,Sotano,exterior,1,1 - 5 rooms,35,Piso peque,"3,143",NO,NO,Numancia,Puente de Vallecas
11477,"79,000",bajo,Sotano,exterior,1,1 - 5 rooms,40,Piso peque,"1,975",SI,NO,Entrevﾃｭas,Puente de Vallecas
11478,"289,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,120,Piso intermedio,"2,408",SI,NO,Palomeras Bajas,Puente de Vallecas
11479,"240,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,135,Piso intermedio,"1,778",NO,NO,Dﾃｺplex en Entrevﾃｭas,Puente de Vallecas
11480,"105,000",bajo,Sotano,exterior,1,1 - 5 rooms,51,Piso peque,"2,059",SI,NO,Entrevﾃｭas,Puente de Vallecas
11481,"164,000",planta 10,Plantas altas,exterior,2,1 - 5 rooms,70,Piso peque,"2,343",SI,NO,Numancia,Puente de Vallecas
11482,"199,500",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,100,Piso peque,"1,995",SI,NO,Entrevﾃｭas,Puente de Vallecas
11483,"105,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,48,Piso peque,"2,188",NO,NO,Palomeras Bajas,Puente de Vallecas
11484,"179,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,111,Piso intermedio,"1,613",SI,NO,Entrevﾃｭas,Puente de Vallecas
11485,"280,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,122,Piso intermedio,"2,295",SI,SI,Palomeras Bajas,Puente de Vallecas
11486,"174,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,105,Piso intermedio,"1,657",SI,NO,Numancia,Puente de Vallecas
11487,"295,000",planta 13,Plantas altas,exterior,4,1 - 5 rooms,150,Piso intermedio,"1,967",SI,NO,Palomeras sureste,Puente de Vallecas
11488,"86,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,20,Piso peque,"4,300",NO,NO,San Diego,Puente de Vallecas
11489,"80,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,72,Piso peque,"1,111",NO,NO,San Diego,Puente de Vallecas
11490,"109,000",planta 3,Plantas inferiores,,2,1 - 5 rooms,70,Piso peque,"1,557",SI,NO,San Diego,Puente de Vallecas
11491,"130,000",entreplanta,Plantas inferiores,interior,1,1 - 5 rooms,59,Piso peque,"2,203",SI,NO,Entrevﾃｭas,Puente de Vallecas
11492,"134,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,72,Piso peque,"1,861",NO,NO,San Diego,Puente de Vallecas
11493,"223,000",planta 11,Plantas altas,exterior,3,1 - 5 rooms,98,Piso peque,"2,276",SI,NO,Palomeras Bajas,Puente de Vallecas
11494,"196,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,105,Piso intermedio,"1,867",SI,NO,Portazgo,Puente de Vallecas
11495,"109,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,65,Piso peque,"1,677",NO,NO,Portazgo,Puente de Vallecas
11496,"141,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,91,Piso peque,"1,549",SI,NO,Entrevﾃｭas,Puente de Vallecas
11497,"160,000",planta 1,Plantas inferiores,,2,1 - 5 rooms,74,Piso peque,"2,162",SI,NO,San Diego,Puente de Vallecas
11498,"155,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,55,Piso peque,"2,818",NO,NO,San Diego,Puente de Vallecas
11499,"219,000",bajo,Sotano,exterior,2,1 - 5 rooms,75,Piso peque,"2,920",SI,SI,Numancia,Puente de Vallecas
11500,"299,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,100,Piso peque,"2,990",SI,SI,Numancia,Puente de Vallecas
11501,"147,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,52,Piso peque,"2,827",NO,NO,Palomeras Bajas,Puente de Vallecas
11502,"168,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,60,Piso peque,"2,800",SI,NO,Numancia,Puente de Vallecas
11503,"149,500",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,63,Piso peque,"2,373",NO,NO,Palomeras Bajas,Puente de Vallecas
11504,"159,500",bajo,Sotano,exterior,2,1 - 5 rooms,59,Piso peque,"2,703",SI,NO,Numancia,Puente de Vallecas
11505,"163,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,53,Piso peque,"3,075",NO,NO,Numancia,Puente de Vallecas
11506,"149,500",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,63,Piso peque,"2,373",NO,NO,Palomeras Bajas,Puente de Vallecas
11507,"449,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,90,Piso peque,"4,989",SI,SI,San Diego,Puente de Vallecas
11508,"399,000",bajo,Sotano,exterior,2,1 - 5 rooms,84,Piso peque,"4,750",SI,SI,San Diego,Puente de Vallecas
11509,"235,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,49,Piso peque,"4,796",SI,SI,San Diego,Puente de Vallecas
11510,"435,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,76,Piso peque,"5,724",SI,SI,San Diego,Puente de Vallecas
11511,"309,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,62,Piso peque,"4,984",SI,SI,San Diego,Puente de Vallecas
11512,"295,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,65,Piso peque,"4,538",SI,SI,San Diego,Puente de Vallecas
11513,"459,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,83,Piso peque,"5,530",SI,SI,San Diego,Puente de Vallecas
11514,"229,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,42,Piso peque,"5,452",SI,SI,San Diego,Puente de Vallecas
11515,"445,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,84,Piso peque,"5,298",SI,SI,San Diego,Puente de Vallecas
11516,"319,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,58,Piso peque,"5,500",SI,SI,San Diego,Puente de Vallecas
11517,"239,000",bajo,Sotano,exterior,2,1 - 5 rooms,53,Piso peque,"4,509",SI,SI,San Diego,Puente de Vallecas
11518,"379,000",bajo,Sotano,exterior,2,1 - 5 rooms,76,Piso peque,"4,987",SI,SI,San Diego,Puente de Vallecas
11519,"299,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,64,Piso peque,"4,672",SI,SI,San Diego,Puente de Vallecas
11520,"229,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,42,Piso peque,"5,452",SI,SI,San Diego,Puente de Vallecas
11521,"445,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,84,Piso peque,"5,298",SI,SI,San Diego,Puente de Vallecas
11522,"112,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,59,Piso peque,"1,898",NO,NO,Entrevﾃｭas,Puente de Vallecas
11523,"106,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,59,Piso peque,"1,797",NO,NO,San Diego,Puente de Vallecas
11524,"129,500",casa,Casa,exterior,4,1 - 5 rooms,68,Piso peque,"1,904",NO,NO,Entrevﾃｭas,Puente de Vallecas
11525,"80,000",bajo,Sotano,exterior,1,1 - 5 rooms,38,Piso peque,"2,105",NO,NO,Numancia,Puente de Vallecas
11526,"144,900",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"2,375",NO,NO,Numancia,Puente de Vallecas
11527,"119,900",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,62,Piso peque,"1,934",NO,NO,San Diego,Puente de Vallecas
11528,"189,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,75,Piso peque,"2,520",SI,NO,San Diego,Puente de Vallecas
11529,"115,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,85,Piso peque,"1,353",NO,NO,Palomeras Bajas,Puente de Vallecas
11530,"317,000",planta 7,Plantas intermedias,exterior,2,1 - 5 rooms,107,Piso intermedio,"2,963",SI,SI,Palomeras sureste,Puente de Vallecas
11531,"200,000",planta 9,Plantas intermedias,exterior,1,1 - 5 rooms,58,Piso peque,"3,448",SI,SI,Palomeras sureste,Puente de Vallecas
11532,"253,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,83,Piso peque,"3,048",SI,SI,Palomeras sureste,Puente de Vallecas
11533,"314,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,106,Piso intermedio,"2,962",SI,SI,Palomeras sureste,Puente de Vallecas
11534,"311,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,117,Piso intermedio,"2,658",SI,SI,Palomeras sureste,Puente de Vallecas
11535,"333,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,127,Piso intermedio,"2,622",SI,SI,Palomeras sureste,Puente de Vallecas
11536,"121,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,57,Piso peque,"2,123",NO,NO,San Diego,Puente de Vallecas
11537,"164,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,73,Piso peque,"2,247",SI,NO,San Diego,Puente de Vallecas
11538,"134,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,72,Piso peque,"1,861",NO,NO,San Diego,Puente de Vallecas
11539,"69,000",bajo,Sotano,exterior,1,1 - 5 rooms,28,Piso peque,"2,464",NO,NO,Numancia,Puente de Vallecas
11540,"249,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,93,Piso peque,"2,677",SI,SI,Palomeras Bajas,Puente de Vallecas
11541,"132,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,63,Piso peque,"2,095",NO,NO,Numancia,Puente de Vallecas
11542,"287,900",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,78,Piso peque,"3,691",SI,NO,San Diego,Puente de Vallecas
11543,"89,000",bajo,Sotano,exterior,1,1 - 5 rooms,37,Piso peque,"2,405",NO,NO,Portazgo,Puente de Vallecas
11544,"130,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,52,Piso peque,"2,500",NO,NO,Numancia,Puente de Vallecas
11545,"174,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,76,Piso peque,"2,289",SI,NO,Entrevﾃｭas,Puente de Vallecas
11546,"145,000",bajo,Sotano,exterior,3,1 - 5 rooms,72,Piso peque,"2,014",SI,NO,Numancia,Puente de Vallecas
11547,"129,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,30,Piso peque,"4,300",NO,NO,San Diego,Puente de Vallecas
11548,"90,000",bajo,Sotano,exterior,1,1 - 5 rooms,65,Piso peque,"1,385",NO,NO,Numancia,Puente de Vallecas
11549,"140,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,55,Piso peque,"2,545",SI,NO,Palomeras sureste,Puente de Vallecas
11550,"152,000",bajo,Sotano,exterior,3,1 - 5 rooms,56,Piso peque,"2,714",NO,NO,Palomeras sureste,Puente de Vallecas
11551,"170,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,80,Piso peque,"2,125",NO,NO,Entrevﾃｭas,Puente de Vallecas
11552,"119,900",bajo,Sotano,exterior,2,1 - 5 rooms,60,Piso peque,"1,998",NO,NO,Portazgo,Puente de Vallecas
11553,"245,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,102,Piso intermedio,"2,402",SI,NO,San Diego,Puente de Vallecas
11554,"99,000",bajo,Sotano,exterior,2,1 - 5 rooms,55,Piso peque,"1,800",NO,NO,Palomeras Bajas,Puente de Vallecas
11555,"185,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"3,033",NO,NO,Numancia,Puente de Vallecas
11556,"122,000",bajo,Sotano,interior,1,1 - 5 rooms,37,Piso peque,"3,297",NO,NO,San Diego,Puente de Vallecas
11557,"131,624",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,52,Piso peque,"2,531",NO,NO,San Diego,Puente de Vallecas
11558,"152,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,66,Piso peque,"2,303",NO,NO,Numancia,Puente de Vallecas
11559,"164,000",planta 2,Plantas inferiores,,2,1 - 5 rooms,74,Piso peque,"2,216",SI,NO,San Diego,Puente de Vallecas
11560,"250,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,170,Piso intermedio,"1,471",NO,NO,Portazgo,Puente de Vallecas
11561,"290,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,110,Piso intermedio,"2,636",SI,NO,Numancia,Puente de Vallecas
11562,"97,000",bajo,Sotano,exterior,2,1 - 5 rooms,44,Piso peque,"2,205",NO,NO,San Diego,Puente de Vallecas
11563,"230,000",planta 10,Plantas altas,exterior,2,1 - 5 rooms,86,Piso peque,"2,674",SI,NO,Palomeras sureste,Puente de Vallecas
11564,"110,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,35,Piso peque,"3,143",NO,NO,Palomeras Bajas,Puente de Vallecas
11565,"142,700",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,67,Piso peque,"2,130",NO,NO,San Diego,Puente de Vallecas
11566,"167,400",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,89,Piso peque,"1,881",NO,NO,Entrevﾃｭas,Puente de Vallecas
11567,"137,700",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"2,257",NO,NO,Numancia,Puente de Vallecas
11568,"109,900",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,57,Piso peque,"1,928",NO,NO,Entrevﾃｭas,Puente de Vallecas
11569,"142,700",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,73,Piso peque,"1,955",NO,NO,San Diego,Puente de Vallecas
11570,"133,900",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,69,Piso peque,"1,941",NO,NO,San Diego,Puente de Vallecas
11571,"165,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,83,Piso peque,"1,988",NO,NO,Numancia,Puente de Vallecas
11572,"245,000",bajo,Sotano,exterior,1,1 - 5 rooms,72,Piso peque,"3,403",SI,NO,San Diego,Puente de Vallecas
11573,"127,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,58,Piso peque,"2,190",SI,NO,Numancia,Puente de Vallecas
11574,"113,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,66,Piso peque,"1,712",NO,NO,Palomeras Bajas,Puente de Vallecas
11575,"130,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,73,Piso peque,"1,781",NO,NO,Numancia,Puente de Vallecas
11576,"119,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,61,Piso peque,"1,951",NO,NO,Numancia,Puente de Vallecas
11577,"165,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,83,Piso peque,"1,988",SI,NO,Numancia,Puente de Vallecas
11578,"235,000",planta 8,Plantas intermedias,exterior,2,1 - 5 rooms,88,Piso peque,"2,670",SI,SI,Palomeras sureste,Puente de Vallecas
11579,"75,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,51,Piso peque,"1,471",NO,NO,San Diego,Puente de Vallecas
11580,"287,900",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,123,Piso intermedio,"2,341",SI,SI,San Diego,Puente de Vallecas
11581,"215,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,85,Piso peque,"2,529",SI,NO,Entrevﾃｭas,Puente de Vallecas
11582,"170,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,104,Piso intermedio,"1,635",SI,SI,Portazgo,Puente de Vallecas
11583,"155,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,68,Piso peque,"2,279",NO,NO,Portazgo,Puente de Vallecas
11584,"325,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,106,Piso intermedio,"3,066",SI,SI,Palomeras sureste,Puente de Vallecas
11585,"121,000",planta 2,Plantas inferiores,interior,3,1 - 5 rooms,60,Piso peque,"2,017",NO,NO,San Diego,Puente de Vallecas
11586,"140,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"2,295",SI,NO,Palomeras sureste,Puente de Vallecas
11587,"240,000",bajo,Sotano,exterior,3,1 - 5 rooms,144,Piso intermedio,"1,667",NO,NO,San Diego,Puente de Vallecas
11588,"230,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,120,Piso intermedio,"1,917",SI,NO,Portazgo,Puente de Vallecas
11589,"97,000",bajo,Sotano,exterior,1,1 - 5 rooms,50,Piso peque,"1,940",NO,NO,Portazgo,Puente de Vallecas
11590,"249,900",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,111,Piso intermedio,"2,251",SI,SI,Numancia,Puente de Vallecas
11591,"160,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,90,Piso peque,"1,778",NO,SI,Numancia,Puente de Vallecas
11592,"185,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,106,Piso intermedio,"1,745",SI,SI,Palomeras Bajas,Puente de Vallecas
11593,"90,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,35,Piso peque,"2,571",NO,NO,San Diego,Puente de Vallecas
11594,"210,000",bajo,Sotano,exterior,3,1 - 5 rooms,90,Piso peque,"2,333",SI,NO,San Diego,Puente de Vallecas
11595,"195,000",bajo,Sotano,exterior,3,1 - 5 rooms,110,Piso intermedio,"1,773",SI,NO,Portazgo,Puente de Vallecas
11596,"459,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,70,Piso peque,"6,557",SI,SI,San Diego,Puente de Vallecas
11597,"209,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,103,Piso intermedio,"2,029",SI,NO,Numancia,Puente de Vallecas
11598,"197,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,87,Piso peque,"2,264",NO,NO,Numancia,Puente de Vallecas
11599,"72,000",bajo,Sotano,exterior,1,1 - 5 rooms,30,Piso peque,"2,400",NO,NO,San Diego,Puente de Vallecas
11600,"118,200",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,52,Piso peque,"2,273",NO,NO,Portazgo,Puente de Vallecas
11601,"197,400",bajo,Sotano,exterior,3,1 - 5 rooms,111,Piso intermedio,"1,778",NO,NO,Palomeras Bajas,Puente de Vallecas
11602,"143,500",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,71,Piso peque,"2,021",NO,NO,Palomeras sureste,Puente de Vallecas
11603,"143,500",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,68,Piso peque,"2,110",NO,NO,Palomeras sureste,Puente de Vallecas
11604,"115,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,36,Piso peque,"3,194",SI,NO,San Diego,Puente de Vallecas
11605,"219,500",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,70,Piso peque,"3,136",SI,NO,San Diego,Puente de Vallecas
11606,"189,500",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,60,Piso peque,"3,158",SI,NO,San Diego,Puente de Vallecas
11607,"260,000",bajo,Sotano,exterior,1,1 - 5 rooms,69,Piso peque,"3,768",SI,NO,San Diego,Puente de Vallecas
11608,"265,000",bajo,Sotano,exterior,1,1 - 5 rooms,72,Piso peque,"3,681",SI,NO,San Diego,Puente de Vallecas
11609,"290,000",bajo,Sotano,exterior,2,1 - 5 rooms,91,Piso peque,"3,187",SI,NO,San Diego,Puente de Vallecas
11610,"219,000",bajo,Sotano,exterior,2,1 - 5 rooms,78,Piso peque,"2,808",SI,NO,San Diego,Puente de Vallecas
11611,"179,000",bajo,Sotano,exterior,1,1 - 5 rooms,60,Piso peque,"2,983",SI,NO,San Diego,Puente de Vallecas
11612,"154,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,66,Piso peque,"2,333",SI,NO,Palomeras Bajas,Puente de Vallecas
11613,"119,000",bajo,Sotano,,2,1 - 5 rooms,84,Piso peque,"1,417",SI,NO,Entrevﾃｭas,Puente de Vallecas
11614,"255,000",bajo,Sotano,exterior,1,1 - 5 rooms,64,Piso peque,"3,984",SI,NO,San Diego,Puente de Vallecas
11615,"179,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,71,Piso peque,"2,521",SI,NO,Numancia,Puente de Vallecas
11616,"189,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,110,Piso intermedio,"1,718",SI,NO,San Diego,Puente de Vallecas
11617,"161,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,67,Piso peque,"2,403",NO,NO,Numancia,Puente de Vallecas
11618,"125,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,70,Piso peque,"1,786",NO,NO,San Diego,Puente de Vallecas
11619,"150,000",casa,Casa,exterior,3,1 - 5 rooms,86,Piso peque,"1,744",NO,NO,Entrevﾃｭas,Puente de Vallecas
11620,"115,000",planta 3,Plantas inferiores,,3,1 - 5 rooms,74,Piso peque,"1,554",NO,NO,Entrevﾃｭas,Puente de Vallecas
11621,"200,000",planta 4,Plantas inferiores,,3,1 - 5 rooms,78,Piso peque,"2,564",SI,SI,Palomeras Bajas,Puente de Vallecas
11622,"239,000",bajo,Sotano,exterior,2,1 - 5 rooms,52,Piso peque,"4,596",SI,SI,San Diego,Puente de Vallecas
11623,"299,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,57,Piso peque,"5,246",SI,SI,San Diego,Puente de Vallecas
11624,"445,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,51,Piso peque,"8,725",SI,SI,San Diego,Puente de Vallecas
11625,"309,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,57,Piso peque,"5,421",SI,SI,San Diego,Puente de Vallecas
11626,"235,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,43,Piso peque,"5,465",SI,SI,San Diego,Puente de Vallecas
11627,"379,000",bajo,Sotano,exterior,2,1 - 5 rooms,56,Piso peque,"6,768",SI,SI,San Diego,Puente de Vallecas
11628,"379,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,61,Piso peque,"6,213",SI,SI,San Diego,Puente de Vallecas
11629,"299,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,64,Piso peque,"4,672",SI,SI,San Diego,Puente de Vallecas
11630,"229,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,42,Piso peque,"5,452",SI,SI,San Diego,Puente de Vallecas
11631,"228,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,76,Piso peque,"3,000",NO,NO,Numancia,Puente de Vallecas
11632,"236,000",planta 8,Plantas intermedias,exterior,2,1 - 5 rooms,89,Piso peque,"2,652",SI,SI,Palomeras sureste,Puente de Vallecas
11633,"115,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"1,885",NO,NO,Portazgo,Puente de Vallecas
11634,"165,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,101,Piso intermedio,"1,634",SI,SI,Numancia,Puente de Vallecas
11635,"114,990",bajo,Sotano,exterior,2,1 - 5 rooms,59,Piso peque,"1,949",SI,NO,Palomeras sureste,Puente de Vallecas
11636,"128,500",bajo,Sotano,interior,1,1 - 5 rooms,60,Piso peque,"2,142",SI,NO,Entrevﾃｭas,Puente de Vallecas
11637,"123,900",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,65,Piso peque,"1,906",NO,NO,San Diego,Puente de Vallecas
11638,"177,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,76,Piso peque,"2,329",SI,SI,San Diego,Puente de Vallecas
11639,"146,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"2,433",SI,NO,Palomeras Bajas,Puente de Vallecas
11640,"163,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,53,Piso peque,"3,075",NO,NO,Numancia,Puente de Vallecas
11641,"159,500",bajo,Sotano,exterior,2,1 - 5 rooms,59,Piso peque,"2,703",SI,NO,Numancia,Puente de Vallecas
11642,"229,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,102,Piso intermedio,"2,245",SI,NO,Palomeras sureste,Puente de Vallecas
11643,"95,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,47,Piso peque,"2,021",NO,NO,San Diego,Puente de Vallecas
11644,"180,000",planta 10,Plantas altas,exterior,3,1 - 5 rooms,100,Piso peque,"1,800",SI,NO,Palomeras sureste,Puente de Vallecas
11645,"180,000",planta 7,Plantas intermedias,exterior,4,1 - 5 rooms,115,Piso intermedio,"1,565",SI,NO,Palomeras sureste,Puente de Vallecas
11646,"76,990",bajo,Sotano,exterior,1,1 - 5 rooms,40,Piso peque,"1,925",NO,NO,San Diego,Puente de Vallecas
11647,"165,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,75,Piso peque,"2,200",SI,NO,San Diego,Puente de Vallecas
11648,"245,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,43,Piso peque,"5,698",SI,SI,San Diego,Puente de Vallecas
11649,"229,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,42,Piso peque,"5,452",SI,SI,San Diego,Puente de Vallecas
11650,"295,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,65,Piso peque,"4,538",SI,SI,San Diego,Puente de Vallecas
11651,"299,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,64,Piso peque,"4,672",SI,SI,San Diego,Puente de Vallecas
11652,"239,000",bajo,Sotano,exterior,1,1 - 5 rooms,43,Piso peque,"5,558",SI,SI,San Diego,Puente de Vallecas
